Municipios	Periodo	Total
46258 Villar del Arzobispo	1930	3.962
46258 Villar del Arzobispo	1920	4.497
46258 Villar del Arzobispo	1910	4.398
46258 Villar del Arzobispo	1900	3.929
46259 Villargordo del Cabriel	1991	793
46259 Villargordo del Cabriel	1981	1.013
46259 Villargordo del Cabriel	1970	1.519
46259 Villargordo del Cabriel	1960	1.857
46259 Villargordo del Cabriel	1950	1.428
46259 Villargordo del Cabriel	1940	1.440
46259 Villargordo del Cabriel	1930	1.481
46259 Villargordo del Cabriel	1920	1.652
46259 Villargordo del Cabriel	1910	1.511
46259 Villargordo del Cabriel	1900	1.372
46260 Vinalesa	1991	2.216
46260 Vinalesa	1981	2.414
46260 Vinalesa	1970	2.210
46260 Vinalesa	1960	2.062
46260 Vinalesa	1950	2.161
46260 Vinalesa	1940	1.872
46260 Vinalesa	1930	1.866
46260 Vinalesa	1920	1.681
46260 Vinalesa	1910	1.463
46260 Vinalesa	1900	1.272
46145 Xàtiva	1991	24.586
46145 Xàtiva	1981	23.755
46145 Xàtiva	1970	21.578
46145 Xàtiva	1960	19.896
46145 Xàtiva	1950	18.092
46145 Xàtiva	1940	18.263
46145 Xàtiva	1930	15.087
46145 Xàtiva	1920	14.148
46145 Xàtiva	1910	12.737
46145 Xàtiva	1900	12.600
46143 Xeraco	1991	4.567
46143 Xeraco	1981	4.271
46143 Xeraco	1970	3.631
46143 Xeraco	1960	3.282
46143 Xeraco	1950	3.126
46143 Xeraco	1940	2.623
46143 Xeraco	1930	2.272
46143 Xeraco	1920	2.117
46143 Xeraco	1910	1.881
46143 Xeraco	1900	1.481
46146 Xeresa	1991	1.989
46146 Xeresa	1981	1.996
46146 Xeresa	1970	2.089
46146 Xeresa	1960	2.060
46146 Xeresa	1950	2.028
46146 Xeresa	1940	2.047
46146 Xeresa	1930	2.002
46146 Xeresa	1920	1.447
46146 Xeresa	1910	1.230
46146 Xeresa	1900	1.116
46110 Xirivella	1991	26.103
46110 Xirivella	1981	24.124
46110 Xirivella	1970	20.063
46110 Xirivella	1960	9.250
46110 Xirivella	1950	4.707
46110 Xirivella	1940	2.981
46110 Xirivella	1930	2.413
46110 Xirivella	1920	1.727
46110 Xirivella	1910	1.655
46110 Xirivella	1900	1.429
46261 Yátova	1991	1.997
46261 Yátova	1981	2.005
46261 Yátova	1970	1.991
46261 Yátova	1960	2.174
46261 Yátova	1950	2.296
46261 Yátova	1940	2.164
46261 Yátova	1930	2.046
46261 Yátova	1920	2.478
46261 Yátova	1910	2.347
46261 Yátova	1900	2.173
46262 Yesa, La	1991	302
46262 Yesa, La	1981	360
46262 Yesa, La	1970	628
46262 Yesa, La	1960	779
46262 Yesa, La	1950	812
46262 Yesa, La	1940	853
46262 Yesa, La	1930	847
46262 Yesa, La	1920	954
46262 Yesa, La	1910	949
46262 Yesa, La	1900	947
46263 Zarra	1991	425
46263 Zarra	1981	663
46263 Zarra	1970	687
46263 Zarra	1960	871
46263 Zarra	1950	1.004
46263 Zarra	1940	1.003
46263 Zarra	1930	1.017
46263 Zarra	1920	1.003
46263 Zarra	1910	999
46263 Zarra	1900	873
46999 Población en municipios desaparecidos de Valencia/València	1991	""
46999 Población en municipios desaparecidos de Valencia/València	1981	""
46999 Población en municipios desaparecidos de Valencia/València	1970	""
46999 Población en municipios desaparecidos de Valencia/València	1960	5.642
46999 Población en municipios desaparecidos de Valencia/València	1950	3.836
46999 Población en municipios desaparecidos de Valencia/València	1940	3.798
46999 Población en municipios desaparecidos de Valencia/València	1930	3.509
46999 Población en municipios desaparecidos de Valencia/València	1920	3.208
46999 Población en municipios desaparecidos de Valencia/València	1910	3.114
46999 Población en municipios desaparecidos de Valencia/València	1900	5.183
